What's the square root of $-5 + 12i$|the answer is $\pm (2 + 3i$|easy|2 + 3i|-2 - 3i|2 - 3i|-2 + 3i|2 + 3i|-2 - 3i
What's the quadratic equation whose one root is a square root of $7 - 30\sqrt{-2}$|the answer is $x^{2} \pm 10x + 43$|easy|$x^{2} + 10x + 43$|$x^{2} - 10x + 43$|$x^{2} + 10x - 43$|$x^{2} - 10x - 43$|$x^{2} - 10x + 43$|$x^{2} + 10x + 43$
What's the value of $\frac{\sqrt{5 + 12i} + \sqrt{5 - 12i}}{\sqrt{5 + 12i} - \sqrt{5 - 12i}}$?|the answer is $\frac{-3i}{2}$|medium|$\frac{-3i}{2}$|$\frac{3i}{2}$|$\frac{-5i}{2}$|$\frac{5i}{2}$|$\frac{-3i}{2}$
The roots $z_{1}, z_{2}, z_{3}$ of the equation $z^{3} + 3\alpha z^{2} + 3\beta z + \gamma= 0$ where $\alpha,\beta,\gamma$ are complex numbers, represent the vertices A, B, C  of the triangle.The triangle will be equilateral if|the answer is $\alpha^{2}= \beta$|medium|$\alpha^{2}= \beta$|$\alpha= \beta$|$\alpha^{3}= \beta$|none of these|$\alpha^{2}= \beta$
If $z_{1}, z_{2}, z_{3}$ are in A.P then the points lie in a|the answer is a line|easy|line|circle|vertices of an equilateral triangle|none of these|line
If $z_{1}, z_{2}, z_{3}$ are collinear then|the answer is all of these|medium|$-z_{1}\lvertz_{2} - z_{3}\rvert + z{_2}\lvertz_{3} - z_{1}\rvert + z_{3}lvert\z_{1} - z_{2}rvert= 0$|$z_{1}\lvertz_{2} - z_{3}\rvert - z{_2}\lvertz_{3} - z_{1}\rvert + z_{3}lvert\z_{1} - z_{2}rvert= 0$|$-z_{1}\lvertz_{2} - z_{3}\rvert + z{_2}\lvertz_{3} - z_{1}\rvert - z_{3}lvert\z_{1} - z_{2}rvert= 0$|all of these|all of these
Complex number z satisfing the equation $\lvert\frac{z - 5i}{z + 5i}\rvert$ lies on the|the answer is x axis|medium|x axis|y axis|off axis|origin|x axis
What the locus of z if $\frac{z - i}{z + i}$ is purely imaginary|the answer is $x^{2} + y^{2}= 1$|medium|$x^{2} + y^{2}= 1$|$x^{2} + y^{2}= 2$|$y= 2x^{2}$|$x^{2} - y^{2}= 1$|$x^{2} + y^{2}= 1$
What region in the argand plane is represented by the inequality $1\lt lvertz - 3 + 4i\rvert \lt 2$|the answer is anuulus|medium|anuulus|outter region of $x^{2} + y^{2}= 1$|inner region of $x^{2} + y^{2}= 1$|none of these|anuulus
Find the locus of the point z if $\lvert z - 1\rvert + \lvert z + 1\rvert \leq 4$|the answer is outter region of ellipse|medium|outter region of ellipse|inner region of a circle|none of these|all of these|outter region of ellipse
If $z= t + 5 + i\sqrt{4 - t^{2}}$. What the locus of z|the answer is $(x - 5)^{2} + y^{2}= 4$|medium|$(x - 5)^{2} + y^{2}= 4$|$x^{2} + y^{2}= 4$|$(x - 5)^{2} + (y + 2)^{2}= 4$|$(x + 5)^{2} + y^{2}= 4$|$(x - 5)^{2} + y^{2}= 4$
Find the locus of z if $\frac{z^{2}}{z - 1}$ is real|the answer is the circle $(x - 1)^{2} + y^{2}= 1$|medium|$(x - 1)^{2} + y^{2}= 1$|$(x + 1)^{2} + y^{2}= 1$|$(x - 1)^{2} + (y + 1)^{2}= 1$|$(x - 1)^{2} + y - 1)^{2}= 1$|$(x - 1)^{2} + y^{2}= 1$
If $\lvert z^{2} - 1\rvert = \lvert z^{2} \rvert + 1$.Find the locus of z.|the answer is a straight line|medium|a circle|an ecclipse|none of these|straight line|straight line
What's the locus of the point z, if frac{\pi}{3}\lt arg z \lt \frac{3\pi}{2}$|the answer is $the answer$|eaay|to be uploaded|to be uploaded|to be uploaded|to be uploaded|to be uploaded
What's the locus of the point z, if $arg\left(\frac{z - 2}{z + 2}\right)= \frac{\pi}{3}$|the answer is|eaay|to be uploaded|to be uploaded|to be uploaded|to be uploaded|to be uploaded
What's the locus of the point z, if $arg\left(\frac{z - 1}{z + 1}\right)= \frac{\pi}{2}$|the answer is|eaay|to be uploaded|to be uploaded|to be uploaded|to be uploaded|to be uploaded
What's the locus of the point z, if $log_{\sqrt{3}^{\frac{\lvert z^{2} \rvert + \lvert z \rvert + 1}{2 + \lvert z \rvert}} \lt 2$|the answer is|eaay|to be uploaded|to be uploaded|to be uploaded|to be uploaded|to be uploaded
What's the locus of Point z satisfying the inequality $log_{\frac{1}{3}}^{\lvert z + 1\rvert} \lt log_{\frac{1}{3}}^{\lvert z - 1\rvert}$|the answer is bottom half of the argand plane|medium|bottom half of the argand plane|top half of the argand plane|left half of the argand plane|right half of the argand plane|bottom half of the argand plane
If O be the centre of the circle circumscribing the equilibrium triangle ABC and its radius is unity, and lies on the x axis.Find the complex numbers represented by the vertices B and C.|the answer is $-\frac{1}{2} + \frac{\sqrt{3}}{2}i, -\frac{1}{2} - \frac{\sqrt{3}}{2}i$|medium|$-\frac{1}{2} + \frac{\sqrt{3}}{2}i, -\frac{1}{2} - \frac{\sqrt{3}}{2}i$|$-\frac{1}{2} + \frac{\sqrt{5}}{2}i, -\frac{1}{2} - \frac{\sqrt{3}}{2}i$|$-\frac{1}{2} + \frac{\sqrt{3}}{2}i, -\frac{1}{2} - \frac{\sqrt{5}}{2}i$|$-\frac{1}{3} + \frac{\sqrt{3}}{2}i, -\frac{1}{3} - \frac{\sqrt{3}}{2}i$|$-\frac{1}{2} + \frac{\sqrt{3}}{2}i, -\frac{1}{2} - \frac{\sqrt{3}}{2}i$
ABCD is a rhombus. Its diagonal AC and BD intersect at the point M and satisfy BD= 2AC. If the points D and M represents the complex numbers 1 + i and 2 - i respectively Then find the complex number represented by A and C.|the answer is $3 - \fraci}{2}, 1 - \frac{3}{2}i$|medium|$3 - \fraci}{2}, 1 - \frac{3}{2}i$|$3 + \fraci}{2}, 1 - \frac{3}{2}i$|$3 + \fraci}{2}, 1 + \frac{3}{2}i$|$3 - \fraci}{2}, 1 + \frac{3}{2}i$|$3 - \fraci}{2}, 1 - \frac{3}{2}i$
If the vertices of a square $z_{1}, z_{2}, z_{3}, z_{4}$ are taken in the anti-clockwise order then|the answer is both of these|medium|$z_{3}= -iz_{1} + (1 + i)z_{2}$|$z_{4}= (1 - i)z_{1} + iz_{2}|both of these|none of these|both of these
Suppose $z_{1}, z_{2}, z_{3}$ are the vertices of an equilateral triangle in inscribed in the circle $\lvert z \rvert = 2$.If $z_{1}$ is $1 + \sqrt{3}i$ then find $z_{2}$ and $z_{3}$|the answer is $1 - \sqrt{3}i$, -2|medium|$1 - \sqrt{3}i$, -2|$1 - \sqrt{3}i$, 2|$1 + \sqrt{3}i$, -2|$1 + \sqrt{3}i$, +2|$1 - \sqrt{3}i$, -2
If A and B are real numbers between 0 and 1, such that the points $z_{1}= a + i$ and $z_{2}= 1 + bi$ form an equilateral triangle, then find a and b|the answer is a= $2 - \sqrt{3}$, b= $2 - \sqrt{3}$|medium|a= $2 - \sqrt{3}$, b= $2 - \sqrt{3}$|a= $2 + \sqrt{3}$, b= $2 - \sqrt{3}$|a= $2 - \sqrt{3}$, b= $2 + \sqrt{3}$|a= $2 + \sqrt{3}$, b= $2 + \sqrt{3}$|a= $2 - \sqrt{3}$, b= $2 - \sqrt{3}$
If ABCD be a square inscribed in the anticlockwise sense in the argand plane if a represents 3 + 5i, and the centre of the square represents $\frac{7}{2} + \frac{5}{2}i$, find the numbers represented by B, C and D|the answer is B= 1 + 2i, C= 4 + 0i, D= 6 + 3i|medium|B= 1 + 2i, C= 4 + 0i, D= 6 + 3i|B= 1 + 2i, C= 4 + 0i, D= 6 - 3i|B= 1 - 2i, C= -4 + 0i, D= 6 + 3i|B= 2 + 2i, C= 4 + 0i, D= 6 + 3i|B= 1 + 2i, C= 4 + 0i, D= 6 + 3i
Find the vertices of a regular polygon of N sites. If it's centre is located at the origin. And one of it's vertices is $z_{1}$.|the answer is $z_{1}\alpha,z_{1}\alpha^{2}\cdots z_{1}\alpha^{n - 1}$, where $\alpha= exp(\frac{i2\pi}{n})$|easy|$z_{1}\alpha,z_{1}\alpha^{2}\cdots z_{1}\alpha^{n - 1}$, where $\alpha= exp(\frac{i2\pi}{n})$|$z_{1}\alpha,z_{1}\alpha^{2}\cdots z_{1}\alpha^{n - 1}$, where $\alpha= exp(\frac{i2\pi}{n + 1})$|$z_{1}\alpha,z_{1}\alpha^{2}\cdots z_{1}\alpha^{n - 1}$, where $\alpha= exp(\frac{i2\pi}{n - 1})$|none of these|$z_{1}\alpha,z_{1}\alpha^{2}\cdots z_{1}\alpha^{n - 1}$, where $\alpha= exp(\frac{i2\pi}{n})$
The points $a\cdot (cos\alpha + i\cdot sin\alpha)$, $b\cdot (cos\beta + i\cdot sin\beta)$ and $c\cdot (cos\gamma + i\cdot sin\gamma)$ are collinear if|the answer is $bc\cdot sin(\beta - \gamma) + ca\cdot sin{\gamma - \alpha) + ab\cdot sin(\alpha - \beta)$|medium|$bc\cdot sin(\beta - \gamma) + ca\cdot sin{\gamma - \alpha) + ab\cdot sin(\alpha - \beta)$|$bc\cdot sin(\beta + \gamma) + ca\cdot sin{\gamma + \alpha) + ab\cdot sin(\alpha + \beta)$|$bc\cdot sin(2\beta - \gamma) + ca\cdot sin{2\gamma - \alpha) + ab\cdot sin(2\alpha - \beta)$|none of these|$bc\cdot sin(\beta - \gamma) + ca\cdot sin{\gamma - \alpha) + ab\cdot sin(\alpha - \beta)$
A represents the number 6i, B the number 3 and P the complex number z. If P moves such that PA:PB= 1:2, then|the answer is $z\cdot \overline{z}= (4 + 2i)z + (4 - 2i)\overline{z}$|medium|$z\cdot \overline{z}= (4 + 2i)z + (4 - 2i)\overline{z}$|$z\cdot \overline{z}= (4 - 2i)z + (4 - 2i)\overline{z}$|$z\cdot \overline{z}= (4 + 2i)z + (4 + 2i)\overline{z}$|none of these|$z\cdot \overline{z}= (4 + 2i)z + (4 - 2i)\overline{z}$
A represents the number 6i, B the number 3 and P the complex number z. If P moves such that PA:PB= 1:2, then the locus of|the answer is $x^{2} + y^{2} - 8x + 4y= 0$|medium|$x^{2} + y^{2} - 8x + 4y= 0$|$x^{2} + y^{2} + 8x + 4y= 0$|$x^{2} + y^{2} - 8x + 4y + 20= 0$|none of these|$x^{2} + y^{2} - 8x + 4y= 0$
If the points $z_{1}, z_{2}, z_{3}, z_{4}$ are taken in order of concyclic then the expression $\frac{(z_{3} - z_{1})(z_{4} - z_{2})}{(z_{3} - z_{2})(z_{4} - z_{1})}$|the answrr is purely real|medium|purely real|purely imaginary|0|complex|purely real
If $z_{1}, z_{2}, z_{3}, z_{4}$ be the vertices of a quadrilateral then quadrilateral is cyclic if|the answer is $z_{1}\cdot z_{2} z_{3}\cdot z_{4}= 0$ and $z_{1} + z_{2}= 0$|medium|$z_{1}\cdot z_{2} z_{3}\cdot z_{4}= 0$ and $z_{1} + z_{2}= 0$|$z_{1}\cdot z_{2} + z_{3}\cdot z_{4}= 0$ and $z_{1} - z_{2}= 0$|$z_{1}\cdot z_{2} - z_{3}\cdot z_{4}= 0$ and $z_{1} + z_{2}= 0$|none of these|$z_{1}\cdot z_{2} z_{3}\cdot z_{4}= 0$ and $z_{1} + z_{2}= 0$
If the vertices of two triangles are $z_{1}, z_{2}, z_{3}$ and $z'_{1}, z'_{2}, z'_{3}$ they are similar if|the answer is $z_{1}(z'_{2} - z'_{3}) + z_{2}(z'_{3} - z'_{1}) + z_{3}(z'_{1} - z'_{2})$|medium|$z_{1}(z'_{2} - z'_{3}) + z_{2}(z'_{3} - z'_{1}) + z_{3}(z'_{1} - z'_{2})$|$z_{1}(z'_{2} - z'_{3}) - z_{2}(z'_{3} - z'_{1}) + z_{3}(z'_{1} - z'_{2})$|$z_{1}(z'_{2} - z'_{3}) + z_{2}(z'_{3} - z'_{1}) - z_{3}(z'_{1} - z'_{2})$|none of these|$z_{1}(z'_{2} - z'_{3}) + z_{2}(z'_{3} - z'_{1}) + z_{3}(z'_{1} - z'_{2})$
If a, b, c and u, v, $\omega$ are complex numbers representing the vertices of two triangle if they satisfy the relation $$c= (1 - r)a + rb\;and\;\omega= (1 - r)u + rv$$then they are similar|True|medium|True|False|True|True|True
What's the equation of the perpendicular bisector of the line sermon joining $z_{1}$ and $z_{2}$|the answer is $z(\overline{z_{2}} - \overline{z_{1}}) + \overline{z}(z_{2} - z_{1})= z_{2}\overline{z_{2}} - z_{1}\overline{z_{1}}$|medium|$z(\overline{z_{2}} - \overline{z_{1}}) + \overline{z}(z_{2} - z_{1})= z_{2}\overline{z_{2}} - z_{1}\overline{z_{1}}$|$z(\overline{z_{2}} - \overline{z_{1}}) - \overline{z}(z_{2} - z_{1})= z_{2}\overline{z_{2}} - z_{1}\overline{z_{1}}$|$z(\overline{z_{2}} + \overline{z_{1}}) + \overline{z}(z_{2} + z_{1})= z_{2}\overline{z_{2}} - z_{1}\overline{z_{1}}$|$z(\overline{z_{2}} - \overline{z_{1}}) + \overline{z}(z_{2} - z_{1})= z_{2}\overline{z_{2}} + z_{1}\overline{z_{1}}$|$z(\overline{z_{2}} - \overline{z_{1}}) + \overline{z}(z_{2} - z_{1})= z_{2}\overline{z_{2}} - z_{1}\overline{z_{1}}$
What's the equation of the circle having the line segment joining $z_{1}$ and $z_{2}$ as a diameter?|the answer is $(z - z_{1})(\overline{z} - \overline{z_{2}}) + (z - z_{2})(\overline{z} - \overline{z_{1}})$|medium|$(z - z_{1})(\overline{z} - \overline{z_{2}}) + (z - z_{2})(\overline{z} - \overline{z_{1}})$|$(z + z_{1})(\overline{z} - \overline{z_{2}}) + (z + z_{2})(\overline{z} - \overline{z_{1}})$|$(z - z_{1})(\overline{z} + \overline{z_{2}}) + (z - z_{2})(\overline{z} + \overline{z_{1}})$|none of these|$(z - z_{1})(\overline{z} - \overline{z_{2}}) + (z - z_{2})(\overline{z} - \overline{z_{1}})$
If $\lvert \frac{z - z_{1}}{z - z_{2}} \rvert$= c, $c\neq 0$ then the locus is|the answer is circle|easy|circle|parabola|hyperbola|none of these|circle
If $\lvert z \rvert = 1$.Find the locus of the points $\frac{2}{z}$|the answer is $x^{2} + y^{2} = 2$|medium|$x^{2} + y^{2} = 2$|$x^{2} - y^{2} = 2$|$x^{2} + y^{2} = 3$|none of these|$x^{2} + y^{2} = 2$
If for any two complex numbers $z_{1}$ and $z_{2}$ $\lvert z_{1} + z_{2} \rvert = \lvert z_{1} \rvert + \lvert z_{2} \rvert$, then $arg(z_{1}) - arg(z_{2})$|the answer is $2n\pi$|medium|$2n\pi$|$n\pi$|$\frac{n}{2}\pi$|none of these|$2n\pi$
Find the complex number with least absolute value with satisfies the equation $\lvert z - 2 + 2i\rvert$= 1|the answer is $2 - \frac{1}{\sqrt{2}} + i\left(\frac{1}{\sqrt{2}} - 2\right)$|medium|$2 - \frac{1}{\sqrt{2}} + i\left(\frac{1}{\sqrt{2}} - 2\right)$|$2 + \frac{1}{\sqrt{2}} + i\left(\frac{1}{\sqrt{2}} - 2\right)$|$2 - \frac{1}{\sqrt{2}} + i\left(\frac{1}{\sqrt{2}} + 2\right)$|none of these|$2 - \frac{1}{\sqrt{2}} + i\left(\frac{1}{\sqrt{2}} - 2\right)$
Find the point in the first quadrant on the curve $\lvert z - 5i \rvert$= 3 whose argument is minimum|the answer is $\frac{12}{5} + i\frac{16}{5}$|medium|$\frac{12}{5} + i\frac{16}{5}$|$\frac{12}{5} - i\frac{16}{5}$|$\frac{16}{5} + i\frac{12}{5}$|none of these|$\frac{12}{5} + i\frac{16}{5}$
Find set of points in the coordinate plane, xy, which satisfies the inequality $log_{\frac{1}{2}}^{\left(\frac{\lvert z - 1 \rvert + 4}{3\lvert z - 1 \rvert - 2}\right)} \gt 1$|the answer is points lying outside the circle((1, 0), 100)|medium|points lying outside the circle((1, 0), 100)|points lying inside the circle((1, 0), 100)|points lying on the circle((1, 2), 100)|none of these|points lying inside the circle((1, 0), 100)
Find the set of points on the xy plane whose coordinates satisfy the following condition the numbers $z^{2} + z + 1$ is real and positive|the answer is The set of all the points on x axis and the points satisfying $x= -\frac{1}{2}, -\frac{\sqrt{3}}{2} \lt y \lt \frac{\sqrt{3}}{2}$|medium|S = $\{(x, y) \, : \, x = -\frac{1}{2} \text{ and } -\frac{\sqrt{3}}{2} < y < \frac{\sqrt{3}}{2}, \, y = 0\}$|S = $\{(x, y) \, : \, x = -\frac{1}{3} \text{ and } -\frac{\sqrt{3}}{2} < y < \frac{\sqrt{3}}{2}, \, y = 0\}$|S = $\{(x, y) \, : \, x = -\frac{1}{4} \text{ and } -\frac{\sqrt{3}}{2} < y < \frac{\sqrt{3}}{2}, \, y = 0\}$|none of these|S = $\{(x, y) \, : \, x = -\frac{1}{2} \text{ and } -\frac{\sqrt{3}}{2} < y < \frac{\sqrt{3}}{2}, \, y = 0\}$
On the xy plane represent the set of points (p, q) such that roots which may be complex of the equation $x^{2} + px + q$ do not exceed unity in absolute values.|the answer is the set of all points of rectangle $\lvert q \rvert \leq 1$, $\lvert 2 \rvert \leq 2$|medium|the set of all points of rectangle $\lvert q \rvert \leq 1$, $\lvert 2 \rvert \leq 2$|the set of all points of rectangle $\lvert q \rvert \leq 1$, $\lvert 2 \rvert \leq 3$|the set of all points of rectangle $\lvert q \rvert \leq 2$, $\lvert 2 \rvert \leq 4$|none of these|the set of all points of rectangle $\lvert q \rvert \leq 1$, $\lvert 2 \rvert \leq 2$
Find the real values of the parameter a for which at least one number z satisfies the equality $\lvert z - ai\rvert = a + 4$ and the inequality $\lvert z - 2 \rvert \leq 1$|the answer is $\fac{-21}{10} \leq a \leq \frac{-5}{6}$|medum|$\fac{-21}{10} \leq a \leq \frac{-5}{6}$|$\fac{-19}{10} \leq a \leq \frac{-5}{6}$|$\fac{-21}{10} \leq a \leq \frac{-5}{7}$|none of these|$\fac{-21}{10} \leq a \leq \frac{-5}{6}$
Find the real values of the parameter T for which at least one complex number z satisfies the inequality $\lvert z + \sqrt{2}\rvert$= $t^{2} - 3t + 2$ and inequality $\lvert z - i\sqrt{2} \rvert = \lt t^{2}$|the answrr is $2\lt t\lt \inf$|medium|$2\lt t\lt \inf$|$1\lt t\lt \inf$|$5\lt t\lt \inf$|none of these|$2\lt t\lt \inf$
Among the complex numbers we satisfies the condition $\lvert z - 25i\rvert \leq 15$, find the number having the least positive argument|the answer is $12 + 16i$|medium|$12 + 16i$|$12 - 16i$|$16 + 12i$|$16 - 12i$|$12 + 16i$
Find Z for which $\lvert z - 15i \rvert$ Arg(z) is minimum|the answer is $\frac{2\sqrt{6}}{5}(1 + i\sqrt{2\sqrt{6})$|medium|$\frac{2\sqrt{6}}{5}(1 + i\sqrt{2\sqrt{6})$|$\frac{2\sqrt{6}}{5}(1 - i\sqrt{2\sqrt{6})$|$\frac{2\sqrt{7}}{5}(1 + i\sqrt{2\sqrt{7})$|$\frac{2\sqrt{7}}{5}(1 - i\sqrt{2\sqrt{7})$|$\frac{2\sqrt{7}}{5}(1 + i\sqrt{2\sqrt{7})$
Find the real values of a for which there is at least one complex number satisfying $\lvert z + 4i \rvert = \sqet{a^{2} - 12 a + 28}$ and $\lvert z - 4\sqrt{3} \rvert \lt a$|the answer is $9\lt a\lt \inf$|medum|$9\lt a\lt \inf$|$8\lt a\lt \inf$|$7\lt a\lt \inf$|none of these|$9\lt a\lt \inf$
Find the set of points belonging to the coordinate plane. X, Y, for which the real part of the complex number $(1 + i)\cdot z^{2}$ is positive|the answer is $y\gt 0, y\lt \frac{z}{1 +\sqrt{2}} \text{or} y\lt \frac{x}{1 - \sqrt{2}}$|medium|$y\gt 0, y\lt \frac{z}{1 +\sqrt{2}} \text{or} y\lt \frac{x}{1 - \sqrt{2}}$|$y\gt 0, y\lt \frac{z}{1 + \sqrt{3}} \text{or} y\lt \frac{x}{1 - \sqrt{3}}$|$y\gt 2, y\lt \frac{z}{1 +\sqrt{2}} \text{or} y\lt \frac{x}{1 - \sqrt{2}}$|none of these|$y\gt 0, y\lt \frac{z}{1 +\sqrt{2}} \text{or} y\lt \frac{x}{1 - \sqrt{2}}$
Find the roots of the equation $2z = \lvert z \rvert + 2i$ in complex numbers|$\frac{1}{\sqrt{3}} + i$|medium|$\frac{1}{\sqrt{3}} + i$|$\frac{1}{\sqrt{2}} + i$|$\frac{1}{\sqrt{3}} + 3i$|none of these|$\frac{1}{\sqrt{3}} + i$
If $a\gt 0$ and $z\cdot \lvert z \rvert + az + 1 = 0$ then the complex number z is a|the answer is negative real number|medium|negative real|positive real|0|none of these|positive real
For every real number $a \gt 0$ for find all complex numbers z, satisfying the equations $z\cdot \lvert z \rvert + az + i = 0$|the answer is $\frac{a - \sqrt{a^{2} + 4}}{2}i$|medium|$\frac{a - \sqrt{a^{2} + 4}}{2}i$|$\frac{a + \sqrt{a^{2} + 4}}{2}i$|$\frac{a - \sqrt{a^{2} - 4}}{2}i$|none of these|$\frac{a - \sqrt{a^{2} + 4}}{2}i$
Three points represented by the complex numbers, a, b, c, lie On a circle with centre O and radius r the tangent at c cuts the chord joining the points a, b and c at z Then z is equal to|the answer is z= $\frac{a^{-1} + b^{-1} - 2c^{-1}}{a^{-1}\cdot b^{-1} - c^{-2}}$|medium|z= $\frac{a^{-1} + b^{-1} - 2c^{-1}}{a^{-1}\cdot b^{-1} - c^{-2}}$|z= $\frac{a^{-1} + b^{-1} + 2c^{-1}}{a^{-1}\cdot b^{-1} - c^{-2}}$|z= $\frac{a^{-1} - b^{-1} - 2c^{-1}}{a^{-1}\cdot b^{-1} + c^{-2}}$|none of these|z= $\frac{a^{-1} + b^{-1} - 2c^{-1}}{a^{-1}\cdot b^{-1} - c^{-2}}$
All the roots of the equation $a_{1}z^{3} + a_{2}z^{2} + a_{3}z^{1} + a_{4}$ where $\lvert a_{i} \rvert \leq 1$ i= 1, 2, 3, 4 lie outside the circle whose equation is|the answer is $\lvert z\rvert = \frac{2}{3}$|medium|$\lvert z\rvert = \frac{2}{3}$|$\lvert z\rvert = \frac{1}{3}$|$\lvert z\rvert = \frac{2}{5}$|none of these|$\lvert z\rvert = \frac{2}{3}$
Given that $\sum\limits_{i= 1}^{4} b_{i} = 0$ and $\sum\limits_{i= 1}^{4} b_{i}\cdot z_{i} = 0$ where $b'_{i}s$ are non zero real numbers, no three of $z'_{i}s$ form straight line then the $z'_{i}s$ are concyclic if|the answer is $b_{1}b_{2}\lvert z_{1} - z_{2} \rvert^{2}$= $b_{3}b_{4}\lvert z_{3} - z_{4} \rvert^{2}$|medium|$b_{1}b_{2}\lvert z_{1} - z_{2} \rvert^{2}$= $b_{3}b_{4}\lvert z_{3} - z_{4} \rvert^{2}$|$b_{1}b_{2}\lvert z_{1} + z_{2} \rvert^{2}$= $b_{3}b_{4}\lvert z_{3} - z_{4} \rvert^{2}$|$b_{1}b_{2}\lvert z_{1} - z_{2} \rvert^{2}$= $b_{3}b_{4}\lvert z_{3} + z_{4} \rvert^{2}$|$b_{3}b_{2}\lvert z_{1} - z_{2} \rvert^{2}$= $b_{1}b_{4}\lvert z_{3} - z_{4} \rvert^{2}$|$b_{1}b_{2}\lvert z_{1} - z_{2} \rvert^{2}$= $b_{3}b_{4}\lvert z_{3} - z_{4} \rvert^{2}$
A cubic equation f(x)= 0  has one real root a, and two non real roots $\beta + i\cdot \gamma$ and $\beta - i\cdot \gamma$ Point A, B and C represent roots a $\beta + i\cdot \gamma$ and $\beta - i\cdot \gamma$ respectively, on the argand diagram.If A falls insideone of the two equilateral triangles described on base BC, then that roots of the function f'(x) will be|the answer is non real|medium|non real|real and distint|real and equal|real and equal|real and equal
If $z_{r} = cos\frac{\pi}{3^{r}} + i\cdot sin\frac{\pi}{3^{r}}$, then $z_{1}\cdot z_{2}\cdot z_{3}\cdots \infty$ is|the answer is i|medium|i|1|0|-i|i
If $cos\theta + i\cdots sin\theta$ is a solution of the equation $p_{0}\cdot x^{n} + p_{1}\cdot x^{n - 1} + p_{2}\cdot x^{n - 2} + p_{3}\cdot x^{n - 3}\cdots p_{n}= 0$ then the value of $p_{1}sin\theta + p_{2}sin2\theta + p_{3}sin3\theta \cdots p_{n}sinn\theta$|the answer is 0|medium|0|i|1|none of these|0
If $cos\theta + i\cdots sin\theta$ is a solution of the equation $p_{0}\cdot x^{n} + p_{1}\cdot x^{n - 1} + p_{2}\cdot x^{n - 2} + p_{3}\cdot x^{n - 3}\cdots p_{n}= 0$ then the value of $p_{0} + p_{1}cos\theta + p_{2}cos2\theta + p_{3}cos3\theta \cdots p_{n}cosn\theta$|the answer is 0|medium|0|i|1|none of these|0
Find the value of $\left(cos\frac{\pi}{10} + i\cdot sin\frac{\pi}{10}\right)\cdot \left(cos\frac{2\pi}{10} + i\cdot sin\frac{2\pi}{10}\right)\cdot \left(cos\frac{3\pi}{10} + i\cdot sin\frac{3\pi}{10}\right)\cdot \left(cos\frac{4\pi}{10} + i\cdot sin\frac{4\pi}{10}\right)$|the answer is - 1|medium|-1|1|0|none of these|-1
-3 -4i can also be written as|the answer is $5\cdot exp(i(\pi + tan^{-1}\frac{4}{3}))$|easy|$5\cdot exp(i(\pi + tan^{-1}\frac{4}{3}))$|$6\cdot exp(i(\pi + tan^{-1}\frac{4}{3}))$|$5\cdot exp(i(\pi + tan^{-1}\frac{3}{4}))$|none of these|$5\cdot exp(i(\pi + tan^{-1}\frac{4}{3}))$
What's the roots of the equations $2\cdot \sqrt{2}\cdot x^{4} = (\sqrt{3} - 1) + i(\sqrt{3} + 1)$|the answer is $x= cos\frac{(24r + 5)\pi}{48} + i\cdot sin\frac{(24r + 5)\pi}{48}$|easy|$x= cos\frac{(24r + 5)\pi}{48} + i\cdot sin\frac{(24r + 5)\pi}{48}$|$exp(i\frac{(24r + 5)\pi}{48})$|$x= cos\frac{(12r + 5)\pi}{48} + i\cdot sin\frac{(12r + 5)\pi}{48}$|$exp(i\frac{(12r + 5)\pi}{48})$|$exp(i\frac{(24r + 5)\pi}{48})$|$x= cos\frac{(24r + 5)\pi}{48} + i\cdot sin\frac{(24r + 5)\pi}{48}$
Simplify \left(\frac{1 + cos\phi + i\cdot sin\phi}{1 + cos\phi - i\cdot sin\phi}\right)^{n}|the answer is $cosn\phi + i\cdot sinn\phi$|medium|$cosn\phi + i\cdot sinn\phi$|$cosn\phi - i\cdot sinn\phi$|$sinn\phi + i\cdot cosn\phi$|$sinn\phi - i\cdot cosn\phi$|$cosn\phi + i\cdot sinn\phi$
If $2cos\theta = x + \frac{1}{x}$ and $2cos\phi = y + \frac{1}{y}$, then|the answer is all of these|hard|$\frac{x}{y} + \frac{y}{x} = 2cos(\theta - \phi)$|$x\cdot y + \frac{1}{x\cdot y} = 2cos(\theta + \phi)$|$x^{m}\cdot y^{m} + \frac{1}{x^{m}\cdot y^{m}} = 2cos(m\theta + n\phi)$|$\frac{x^{m}}{y^{n}} + \frac{y^{n}}{x^{m}} = 2cos(m\theta - n\phi)$|$\frac{x}{y} + \frac{y}{x} = 2cos(\theta - \phi)$|$x\cdot y + \frac{1}{x\cdot y} = 2cos(\theta + \phi)$|$x^{m}\cdot y^{m} + \frac{1}{x^{m}\cdot y^{m}} = 2cos(m\theta + n\phi)$|$\frac{x^{m}}{y^{n}} + \frac{y^{n}}{x^{m}} = 2cos(m\theta - n\phi)$
Simplify (cos2\theta + i\cdot sin2\theta)^{-5}\cdot (cos3\theta - i\cdot sin3\theta)^{6}\cdot (sin\theta - i\cdot cos\theta)^{3}|the answer is $sin25\theta + i\cdot cos25\theta$|medium|$sin25\theta + i\cdot cos25\theta$|$sin20\theta + i\cdot cos20\theta$|$sin15\theta + i\cdot cos15\theta$|none of these|$sin25\theta + i\cdot cos25\theta$
